Text,BAL,BNP,NCP,BangladeshJamaat_e_Islami,JaPa
এনসিপি জুলাই ধ্বংস করে দিয়েছে,2,2,3,2,2
এনসিপি তাদের অবস্থান হারিয়ে ফেলছে।,2,2,3,2,2
এন সি পি বেশি বেশি সুশীতলা দেখাও।,2,2,3,2,2
এনসিপি কে এখন গালি দিতে ইচ্ছে করে সালার পুতে রা এখনো বিপ্লবেের ডাক দেয় না কেন,2,2,3,2,2
এতো সুন্দর সপ্নের দলটা চোখের সামনে কিভাবে পঁচে যাচ্ছে,2,2,3,2,2
ভারতকে ভয় পেয়ে যদি দালালি করেন তাহলে শহীদের মর্যাদা তো দূরের কথা মানুষের মর্যাদাও পাবেন না,2,2,3,2,2
"জুলাইয়ের রক্তের সাথে দালালি, একদিন হিসাব দিতে হবেই",2,2,3,2,2
নাটক কম কর একটা জাতিকে তোমরা ধ্বংস করছে তোমরা দেশের দুশমন জনগণের দুশমন,2,2,3,2,2
এনসিসি ২৪ এর স্বাধীনতাকে সমালোচিত করছে,2,2,3,2,2
এনসিপি শহীদদের রক্তের সাথে বেইমানি করছে কোন বিচার কোন কিছুই করেনি এরা উপদেষ্টার চেয়ারে বসে লুটপাট করছে ছি ছি ছি এদের নাম শুনলেই এখন ঘেন্না লাগে,2,2,3,2,2
এনসিপি তাদের দলীয় লোকদের নিরাপত্তা দিতে ব্যর্থ হয়েছে।,2,2,3,2,2
আশা করি আগামী একবছরের মধ্যেই এনসিপি নামটা বাংলাদেশের মানুষের কাছে অপ্রাসঙ্গিক হয়ে যাবে।,2,2,3,2,2
এনসিপি বিলুপ্ত হয়ে যাবে। আর থাকলেও বাংলাদেশের সেই সব দলের মত অবস্থা হবে যেগুলোকে দেশের ৯০ শতাংশ মানুষ চেনেই না।,2,2,3,2,2
সুযোগ ছিলো কিন্তু এরা কাজে লাগাতে পারেনি।,2,2,3,2,2
আজ যখন আমার ভাই হাদি শহীদ হলেন তখন এনসিপি নেতারা আমাদের জ্ঞান দিচ্ছে শান্ত থাকার জন্য। সুতরাং বলতেই হয় এনসিপি বিক্রি হয়ে গেছে।,2,2,3,2,2
শাপলার কলি পুরোটা ফুটার সুযোগ একেবারে তলানিতে ১/২শতাংশ ।,2,2,3,2,2
সুযোগ হাতছাড়া হয়ে গেছে এই দেশের তরুণরা আপনাদের উপর একটু বেশিই ভরসা করে পেলছিলো।,2,2,3,2,2
বয়কট এনসিপি,2,2,3,2,2
দেশের ঐক্য নষ্টকারি হলো একমাত্র এনসিপি,2,2,3,2,2
এনসিপি মানে জুলাই বিক্রেতা,2,2,3,2,2
আপনারা দিনে দিনে আরো বিচ্ছিন্ন হয়ে পরবেন জনগণ থেকে।,2,2,3,2,2
এন সি পি পরিত্যাগ করলাম,2,2,3,2,2
এন সি পি বয়কটের সময়ে এসেছে,2,2,3,2,2
এনসিপির হাসনাত আবদুল্লাহ বাদে এদের একজনকেও পছন্দ করি না…..বাংলাদেশ মানুষ এদের থেকে মুখ ফিরিয়ে নিচ্ছে এদের কর্মকান্ডের কারনে…..,2,2,3,2,2
"বিপ্লবীরা সুশীল হয়ে গেছে,,, তোদের ধ্বংস অনিবার্য",2,2,3,2,2
"এনসিপি ভুল করছে, জনগণের পাল্স বুঝতে পারছে না, ডেইলি স্টার আর প্রথম আলো জন্য কান্না করাটা একদম ঠিক হয় নাই।।",2,2,3,2,2
"আমরা চাইছিলাম তোমরা বিপ্লবী হও, তা না করে তোমরা সুচিলগীরি মারাও। বয়কট করলাম তোমাদের ।",2,2,3,2,2
এনসিপি নামে যারা নিজেদের ‘সুশীল’ পরিচয় দেয়—আসলে তারা খুনি হাসিনার পথেরই অনুসারী।,3,2,3,2,2
"আজ যারা ছাত্র–জনতা হয়ে রাস্তায় নেমে এনসিপিকে বয়কট করেছে, তাদের প্রতি জানাই আন্তরিক কৃতজ্ঞতা। জনগণের প্রত্যাখ্যানেই তারা লোক না পেয়ে নিজেদের ডাকা সমাবেশ স্থগিত করতে বাধ্য হয়েছে।",2,2,3,2,2
আল্লাহ তায়ালা জুলাইয়ের গাদ্দারদের হাত থেকে আমার প্রিয় মাতৃভূমি বাংলাদেশকে হেফাজত করুন। আমিন।,2,2,3,2,2
এনসিপি বিলুপ্ত হয়ে যাবে ইনশাআল্লাহ।,2,2,3,2,2
"এই দালাল,দুর্নীতিবাজ,মব সৃষ্টিকারী এনসিপি বঙ্গোপসাগরের গভীরে তলিয়ে যাবে।",2,2,3,2,2
জুলাই কে যারা বিক্রি করেছে তাদের অন্যতম একজন হল নাহিদ,2,2,3,2,2
"হায়রে এনসিপি! দেশে রাজনীতির নামে যেন বিষফোড়ায় পরিণত হয়েছে, আর অতিরিক্ত সুশীলতা তার বিস্তার আরো বাড়িয়ে দিয়েছে!",2,2,3,2,2
"তোমরা রাজনীতি শুরু করে জুলাইকে কুক্ষিগত করতে চেয়েছিলে যেটা পারোনি, আর তা হাদীদের কারণেই।",2,2,3,2,2
